center_field,game_str,play_id,play_per_game,line_distance,full_distance,route_efficiency,time_delta,avg_speed,first_step_speed,first_step_check,hang_time,easy_catch
1177,1902_24_TeamMA_TeamA1,312,312,79.78496605,90.11797449,0.8853390958,5.841,15.42851815,5.166469142,1,8.2,1
1177,1902_24_TeamMA_TeamA1,316,316,13.52434456,57.50163743,0.2351992946,6.897,8.337195509,3.617017827,0,9.9,1
1177,1902_26_TeamMC_TeamA1,96,96,60.41574473,77.70147255,0.7775366766,4.8,16.18780678,5.367967727,1,4.4,1
1177,1902_28_TeamMC_TeamA1,1,1,48.9382863,57.42949411,0.852145523,5.65,10.16451223,3.775019588,1,5,1
1177,1902_28_TeamMC_TeamA1,119,119,77.03264952,90.90403346,0.8474062876,6.45,14.0936486,8.598176041,1,5.4,1
1177,1902_28_TeamMC_TeamA1,135,135,31.40760554,44.78158952,0.7013508426,5.65,7.925945048,4.382218,0,5.35,1
1177,1903_02_TeamNE_TeamA2,124,124,51.98648206,60.46616325,0.8597615471,7.55,8.008763344,3.051607978,1,4.5,1
1177,1903_02_TeamNE_TeamA2,192,193,58.43795763,65.19973106,0.8962913908,7.05,9.248188803,7.634528384,1,4,1
1177,1903_03_TeamNE_TeamA2,286,288,40.88257795,43.87603322,0.931774706,8.9,4.929891373,6.800588695,1,5.9,1
1177,1903_05_TeamND_TeamA2,63,63,35.79876791,58.41140258,0.6128729379,9.95,5.870492722,14.11844801,1,5,1
1177,1903_05_TeamND_TeamA2,95,95,44.77685341,56.08195461,0.7984182028,10.3,5.444849962,6.788373656,1,6.5,1
1177,1903_05_TeamND_TeamA2,117,117,35.3400017,67.49289075,0.5236107285,11.6,5.818352651,3.063732914,0,7.1,1
1177,1903_05_TeamND_TeamA2,126,126,31.07645533,41.86775491,0.7422527287,7.1,5.896866889,2.39324772,1,3.7,1
1177,1903_05_TeamND_TeamA2,262,262,38.64227048,63.09838721,0.6124129663,7.65,8.248155191,6.222353568,1,4.3,1
1177,1903_06_TeamND_TeamA2,47,48,54.04668709,63.59067571,0.8499152822,8.5,7.481255966,8.297954143,1,5.5,1
1177,1903_06_TeamND_TeamA2,53,54,30.88684077,47.15106953,0.6550612972,7.7,6.123515523,3.916099616,0,4.45,1
1177,1903_06_TeamND_TeamA2,96,98,62.44313515,65.85357403,0.9482117876,8.7,7.569376325,6.212806938,1,5.55,1
1177,1903_07_TeamND_TeamA2,37,38,52.51636304,81.02673051,0.648136272,8.6,9.42171285,2.547630752,0,5.1,1
1177,1903_07_TeamND_TeamA2,150,151,53.41048327,65.6142877,0.8140069053,7.3,8.988258589,13.96648949,1,4,1
1177,1903_07_TeamND_TeamA2,156,157,34.30752579,52.24616076,0.656651614,7.45,7.012907484,3.606878429,0,3.8,1
1177,1903_29_TeamNF_TeamA2,65,65,43.6585983,51.83532897,0.8422556425,8.15,6.360163063,6.038625905,1,4.9,1
1177,1903_29_TeamNF_TeamA2,164,164,10.5796288,11.0890756,0.9540586773,6.9,1.607112406,3.359724123,1,3.7,1
1177,1903_29_TeamNF_TeamA2,258,258,26.31754911,35.19645451,0.7477329601,6.85,5.138168541,5.205792398,1,3.25,1
1177,1903_30_TeamNF_TeamA2,6,6,28.96218671,59.16789952,0.4894915476,9.6,6.163322867,6.771506711,0,5.9,1
1177,1903_30_TeamNF_TeamA2,18,18,40.9637695,57.66390694,0.7103883811,7.6,7.587356176,10.89807808,1,4.2,1
1177,1903_30_TeamNF_TeamA2,72,72,73.61395689,86.97108448,0.8464187533,9.55,9.10691984,6.643349362,1,5.8,1
1177,1903_30_TeamNF_TeamA2,165,165,67.17173625,87.73479472,0.7656225386,13.25,6.621493941,7.302764338,1,6.6,1
1177,1903_30_TeamNF_TeamA2,182,182,1.026869807,37.50741127,0.02737778407,10.45,3.589225959,3.554267633,0,6.65,1
1177,1903_30_TeamNF_TeamA2,248,248,68.57742019,88.14563581,0.7780013108,13.5,6.529306356,8.002243868,1,8.85,1
1177,1903_30_TeamNF_TeamA2,256,256,40.11735334,53.40561281,0.7511823425,8.8,6.068819638,6.468193279,1,5.4,1
1180,1902_15_TeamMK_TeamB,108,108,56.17671363,71.55420758,0.7850930858,6.3,11.35781073,7.261082231,1,5.3,1
1180,1902_15_TeamMK_TeamB,124,124,39.96302163,43.63882193,0.915767655,7.25,6.019147853,4.086067841,1,7.1,1
1220,1903_20_TeamNL_TeamB,22,22,73.23541925,91.87373512,0.797131184,8.15,11.27285093,3.494484232,1,4.7,1
1220,1903_20_TeamNL_TeamB,122,122,28.62246681,58.64906348,0.4880293923,7.8,7.519110702,7.501715252,1,2.95,1
1220,1903_27_TeamNK_TeamB,161,161,44.87500852,73.51270731,0.6104387957,12.87,5.71194307,2.045264582,0,8.35,1
1220,1903_27_TeamNK_TeamB,276,276,8.364412933,41.82606237,0.1999808842,9.801,4.267530085,3.776359735,0,10.05,1
1258,1903_27_TeamNH_TeamA3,100,102,46.23225278,61.30243819,0.7541666228,9.65,6.352584268,2.629282564,0,6.7,1
1399,1902_27_TeamMH_TeamA3,131,131,50.68138133,64.63326667,0.7841377041,7.2,8.976842593,2.297074611,0,6.45,1
1450,1900_02_TeamKJ_TeamB,38,38,80.55180227,89.48981141,0.9001226062,7.063,12.67022673,2.987918463,1,10.5,1
1450,1900_02_TeamKJ_TeamB,69,69,46.57819849,80.20968247,0.5807054342,7.097,11.30191383,4.537447993,1,5.85,1
1450,1900_02_TeamKJ_TeamB,79,79,66.32516949,75.07071869,0.8835025246,6.436,11.66418873,4.089045528,1,7.85,1
1450,1900_02_TeamKJ_TeamB,129,129,41.49445174,53.58558963,0.7743584055,5.017,10.68080319,5.498710074,1,6.3,1
1450,1900_02_TeamKJ_TeamB,135,135,39.89552275,52.35335497,0.7620432878,6.898,7.589642646,4.975145848,1,6.4,1
1450,1900_02_TeamKJ_TeamB,186,186,44.73476659,88.06319393,0.5079848299,5.71,15.42262591,5.031108049,1,5.7,1
1450,1900_04_TeamKK_TeamB,56,56,28.0924444,45.72327842,0.6144013589,6.931,6.596923737,4.776005144,1,6.7,1
1450,1900_04_TeamKK_TeamB,84,84,66.58527283,82.46592094,0.807427748,7.063,11.67576397,4.571377566,1,7.7,1
1450,1900_04_TeamKK_TeamB,106,106,54.39501103,59.40868696,0.9156070234,4.125,14.40210593,6.221991451,1,6.25,1
1450,1900_04_TeamKK_TeamB,152,152,46.71838681,53.67453905,0.8704012673,6.898,7.781174116,5.39393003,1,6.65,1
1450,1900_06_TeamKL_TeamB,2,2,57.05081861,66.81503337,0.8538620087,5.875,11.37277164,4.424463476,1,7.8,1
1450,1900_06_TeamKL_TeamB,13,13,52.52569508,86.60653333,0.6064865208,4.918,17.61011251,4.803189675,1,6.2,1
1450,1900_06_TeamKL_TeamB,17,17,22.93783063,40.50661879,0.566273644,4.786,8.463564311,2.65411214,1,7.25,1
1450,1900_06_TeamKL_TeamB,40,40,49.35174579,68.31500071,0.7224144811,6.37,10.72448991,4.685702574,1,6.4,1
1450,1900_06_TeamKL_TeamB,55,55,76.63901177,123.7029357,0.6195407676,8.944,13.83082913,5.541549337,1,10.6,1
1450,1900_06_TeamKL_TeamB,84,84,42.79375704,57.34525465,0.7462475719,4.884,11.74145263,5.136489273,1,6.35,1
1450,1900_06_TeamKL_TeamB,103,103,52.71177781,63.73987714,0.8269827332,4.522,14.09550578,4.435360427,1,6.6,1
1450,1900_06_TeamKL_TeamB,140,140,24.82258781,37.89700532,0.6550013016,4.686,8.087282399,5.221258004,1,4.75,1
1450,1900_06_TeamKL_TeamB,166,166,46.31803944,76.55253122,0.6050490912,7.03,10.889407,4.158614294,1,8.2,1
1450,1900_07_TeamKL_TeamB,76,76,24.93308357,36.40744847,0.6848346869,4.257,8.552372202,4.561648774,1,4.75,1
1450,1900_07_TeamKL_TeamB,196,196,46.61210773,63.72779689,0.731425061,7.756,8.216580311,5.902619122,1,7.05,1
1450,1901_09_TeamLK_TeamB,8,8,52.70182501,59.72325835,0.8824338535,5.3,11.26853931,1.925140229,0,5.35,1
1450,1901_09_TeamLK_TeamB,45,45,39.07823756,91.90785246,0.4251893229,6.8,13.51586066,2.806302452,1,5.15,1
1450,1901_09_TeamLK_TeamB,139,140,76.64293656,82.28173626,0.9314696073,5.3,15.5248559,3.743686453,0,5.2,1
1450,1901_09_TeamLK_TeamB,293,294,41.07008893,55.31770224,0.7424402545,6,9.21961704,6.408144619,1,5.85,1
1450,1901_10_TeamLJ_TeamB,95,98,80.03208188,87.56842598,0.9139376548,6.65,13.16818436,2.152688229,1,6.35,1
1450,1901_10_TeamLJ_TeamB,104,107,55.84093561,67.25312433,0.83030991,4.3,15.64026147,7.853161176,1,3.95,1
1450,1901_10_TeamLJ_TeamB,133,137,58.0114484,74.40733405,0.7796469145,6.5,11.44728216,6.429852431,1,6.25,1
1450,1901_11_TeamLJ_TeamB,54,54,29.66569473,46.00046395,0.6448999027,9.85,4.670097863,9.754067747,1,6.65,1
1450,1901_11_TeamLJ_TeamB,90,90,14.62292243,17.64816147,0.8285804986,3.65,4.835112733,2.573123277,1,3.55,1
1450,1901_11_TeamLJ_TeamB,200,200,68.96425336,70.07831998,0.9841025495,5.1,13.74084705,8.070679628,1,5.05,1
1450,1901_11_TeamLJ_TeamB,240,240,59.13567874,67.19998204,0.8799954546,5.2,12.92307347,1.430288377,1,5,1
1450,1901_12_TeamLJ_TeamB,40,40,54.44978999,59.3661564,0.9171857046,5.35,11.09647783,10.86123323,1,5.1,1
1450,1901_12_TeamLJ_TeamB,208,208,68.9272062,104.2200828,0.6613620362,7.85,13.27644367,8.400974772,1,6.45,1
1450,1901_13_TeamLL_TeamB,101,101,25.18148611,25.23920697,0.9977130476,3.7,6.82140729,5.89879088,1,3.5,1
1450,1901_13_TeamLL_TeamB,118,118,36.05237629,39.77067,0.9065066362,4.15,9.583293977,1.235515718,1,4.2,1
1450,1901_13_TeamLL_TeamB,119,119,52.80112257,55.3270464,0.9543455868,5.05,10.95585077,6.831820932,1,5.05,1
1450,1901_13_TeamLL_TeamB,154,154,60.54413815,65.35186905,0.9264331539,5.5,11.88215801,2.235985635,1,5.4,1
1450,1901_13_TeamLL_TeamB,159,159,28.96884949,35.99957697,0.8046997193,6,5.999929496,5.662222038,1,6.05,1
1450,1901_13_TeamLL_TeamB,218,218,73.30651182,81.04761158,0.9044870094,4.65,17.42959389,6.385923601,1,4.5,1
1450,1901_14_TeamLL_TeamB,160,160,69.56868349,82.04639198,0.8479188641,11.45,7.165623753,6.764978594,1,8.95,1
1450,1901_14_TeamLL_TeamB,187,187,73.81741958,82.66774415,0.8929410177,6.95,11.89463945,7.705862071,1,7,1
1450,1901_14_TeamLL_TeamB,221,221,29.87833255,66.49921691,0.4493035247,6.2,10.72568015,8.066574104,0,5.9,1
1450,1901_14_TeamLL_TeamB,250,250,85.42237643,96.86363637,0.8818828162,5.8,16.70062696,8.669598188,1,5.35,1
1643,1902_16_TeamMD_TeamA2,52,52,57.32526717,76.99831779,0.7445002542,5.8,13.27557203,3.220505044,0,5.25,1
1643,1902_16_TeamMD_TeamA2,79,79,50.90032885,62.56277455,0.8135880996,5.2,12.0313028,4.70841711,1,4.8,1
1643,1902_30_TeamMF_TeamA2,104,104,50.91826415,64.4971299,0.7894655812,6.55,9.846890062,4.342199067,0,6.15,1
1643,1902_30_TeamMF_TeamA2,127,127,48.66424682,64.09131815,0.7592954588,4.3,14.90495771,4.001092093,1,4,1
1643,1902_30_TeamMF_TeamA2,197,197,27.51279377,29.25907468,0.9403166051,4.9,5.971239731,6.523433143,1,4.6,1
1643,1902_30_TeamMF_TeamA2,207,207,71.82450351,74.70857026,0.9613957711,6.2,12.0497694,5.460807179,1,6.15,1
1643,1903_16_TeamNI_TeamA3,41,42,66.67742911,84.31532324,0.7908103361,7.8,10.80965683,15.91909824,1,4.8,1
1643,1903_16_TeamNI_TeamA3,56,57,49.24862519,91.12241627,0.5404666295,11.8,7.722238667,3.027808822,1,6.85,1
1643,1903_16_TeamNI_TeamA3,75,76,57.86526565,87.4764646,0.661495248,11.05,7.916422136,2.163206703,1,6.8,1
1643,1903_16_TeamNI_TeamA3,116,117,33.0461237,47.04546029,0.7024295967,8.3,5.668127745,1.07398898,1,5.35,1
1643,1903_16_TeamNI_TeamA3,173,174,80.78639807,83.99781813,0.9617678157,9.5,8.841875593,5.923746802,1,6.5,1
1643,1903_16_TeamNI_TeamA3,226,227,69.76606865,89.12358131,0.7828014498,8.9,10.01388554,3.099123207,0,5.95,1
1643,1903_17_TeamNI_TeamA3,141,141,51.17504312,63.4614247,0.8063960645,9.1,6.973782934,3.410654613,0,5.6,1
1643,1903_17_TeamNI_TeamA3,248,248,57.57987144,91.86090814,0.6268158306,12.75,7.204777109,2.271077931,0,4.5,1
1643,1903_17_TeamNI_TeamA3,258,258,55.44280198,59.66501001,0.9292347722,8.7,6.858047128,3.98077652,1,5.5,1
1657,1901_15_TeamLL_TeamB,72,72,85.11848224,97.59537605,0.8721569165,6.25,15.61526017,2.364844418,1,6.3,1
1657,1901_15_TeamLL_TeamB,228,228,86.44939179,99.26450695,0.8708993219,5.6,17.72580481,2.008928334,1,5.65,1
1684,1902_13_TeamMD_TeamA2,23,23,33.63376114,60.38098835,0.5570256808,7.1,8.504364557,10.02041807,1,5.6,1
1684,1902_19_TeamME_TeamA2,97,97,72.26304955,77.07872075,0.937522689,4.95,15.57145874,2.558694953,1,4.85,1
1684,1902_19_TeamME_TeamA2,113,113,64.06079739,102.9010248,0.6225477104,6.85,15.02204742,7.114154027,1,4.55,1
1684,1902_20_TeamME_TeamA2,37,37,35.45050742,49.46627767,0.7166600984,7.45,6.639768814,5.706617388,1,6.8,1
1684,1902_20_TeamME_TeamA2,262,262,19.22868724,45.5543939,0.4221038981,10.2,4.466117049,5.607857174,1,8.5,1
1684,1902_20_TeamME_TeamA2,306,306,59.60994429,64.30495552,0.926988345,7.05,9.121270286,6.471912022,1,6.45,1
1721,1901_01_TeamLG_TeamA3,207,207,34.59545175,47.45736552,0.7289796088,3.7,12.82631501,1.994144614,0,3.3,1
1721,1901_01_TeamLG_TeamA3,250,250,85.8064831,96.86843787,0.8858043444,6.95,13.93790473,5.067292469,1,6.5,1
1725,1903_04_TeamNC_TeamA1,96,100,24.44961169,51.18341686,0.4776861959,11.8,4.3375777,7.327351522,1,5.15,1
1725,1903_24_TeamNA_TeamA1,8,8,14.42948047,22.71341832,0.6352844061,7.15,3.176701862,4.932011177,0,4.15,1
1751,1902_14_TeamMD_TeamA2,160,160,65.27500432,69.80165661,0.9351497871,5.3,13.17012389,5.101904159,1,5.2,1
1751,1902_14_TeamMD_TeamA2,184,184,35.60865831,45.12997694,0.7890245182,6.9,6.540576369,6.656033765,1,6.55,1
1751,1902_14_TeamMD_TeamA2,207,207,31.20142751,56.16791583,0.5555026753,8.4,6.686656647,4.868613201,1,5.9,1
1751,1902_21_TeamME_TeamA2,61,61,60.67988824,108.6468051,0.5585059606,9.4,11.55817076,5.816088704,1,6.85,1
1751,1902_29_TeamMF_TeamA2,67,67,22.63014781,24.21542666,0.9345343415,4.7,5.152218439,5.566249162,1,4.75,1
1751,1902_29_TeamMF_TeamA2,188,188,86.76727192,91.94688369,0.9436673484,6.2,14.83014253,7.626622303,1,6.1,1
1751,1902_29_TeamMF_TeamA2,220,220,47.92137162,50.06618338,0.9571604701,5.25,9.536415881,2.164332197,1,5.05,1
1751,1902_31_TeamMF_TeamA2,26,26,44.97727439,56.85830746,0.7910413868,4.5,12.63517944,6.351325818,1,4,1
1751,1902_31_TeamMF_TeamA2,33,33,39.11938116,47.26598811,0.8276433589,6.4,7.385310643,7.088105434,1,5.45,1
1751,1902_31_TeamMF_TeamA2,122,122,59.88735712,82.70737848,0.7240872365,6.25,13.23318056,5.565023078,1,4.75,1
1751,1902_31_TeamMF_TeamA2,309,310,69.72364133,80.35840813,0.8676583192,4.85,16.56874394,6.087659876,1,4.4,1
1751,1903_01_TeamNE_TeamA2,79,79,12.54799226,48.99540981,0.256105466,10.362,4.728373848,4.895281583,1,10.35,1
1751,1903_01_TeamNE_TeamA2,206,206,26.95267211,55.150797,0.4887086602,11.385,4.844163109,4.60065391,1,8.05,1
1751,1903_01_TeamNE_TeamA2,287,288,14.27170026,69.60063493,0.2050512941,12.639,5.506815012,4.336397733,0,11.25,1
1751,1903_28_TeamNF_TeamA2,16,16,50.88898021,98.59795555,0.5161261197,12.6,7.825234567,7.560252883,1,6.55,1
1751,1903_28_TeamNF_TeamA2,31,31,32.03842382,42.17683529,0.7596213323,7.3,5.77764867,6.052268501,1,3.75,1
1751,1903_28_TeamNF_TeamA2,81,81,61.01879943,72.62880753,0.8401459628,9.7,7.487505931,4.683083109,1,6.2,1
1751,1903_28_TeamNF_TeamA2,123,123,57.56211584,90.33506848,0.6372067549,12.75,7.085103411,7.491749662,1,6.85,1
1751,1903_28_TeamNF_TeamA2,194,194,45.29004084,53.5813765,0.8452571359,7.6,7.050181119,7.063430399,1,3.95,1
2029,1903_08_TeamNJ_TeamB,18,18,40.39913531,54.84558836,0.7365977195,8.7,6.304090616,2.853844875,1,5.75,1
2029,1903_08_TeamNJ_TeamB,93,94,41.68646109,48.73660843,0.8553418556,6.9,7.063276584,4.505019331,1,3.95,1
2029,1903_08_TeamNJ_TeamB,163,164,40.99257471,54.07195241,0.7581116066,6.25,8.651512385,2.602158462,0,3.05,0
2029,1903_08_TeamNJ_TeamB,201,202,44.95564875,53.09310153,0.8467323901,6.45,8.231488609,4.016155497,1,3.5,1
2061,1900_01_TeamKJ_TeamB,45,45,33.87646993,44.83857447,0.7555206723,4.951,9.056468283,4.121378381,1,6.35,1
2061,1900_01_TeamKJ_TeamB,111,111,122.3159916,154.9343004,0.7894700611,14.027,11.04543383,5.066106173,1,14.4,1
2061,1900_01_TeamKJ_TeamB,144,144,62.18116732,72.52225496,0.8574080791,8.68,8.355098498,5.582893322,1,9.1,1
2061,1900_01_TeamKJ_TeamB,207,208,58.43724898,68.90618932,0.8480696663,7.657,8.999110528,6.325440861,1,9.4,1
2061,1900_03_TeamKJ_TeamB,103,103,53.18714497,60.1898599,0.8836562348,5.38,11.1877063,3.199719838,1,6.6,1
2061,1900_03_TeamKJ_TeamB,176,177,71.92355312,87.61077417,0.8209441568,4.819,18.18028101,4.757286794,1,6.65,1
2061,1900_05_TeamKK_TeamB,62,62,33.8271933,90.97280262,0.3718385311,15.347,5.927725459,5.211130396,1,4.85,1
2061,1900_05_TeamKK_TeamB,118,118,55.73807818,75.22877656,0.7409143247,6.469,11.62911989,4.388434383,1,9.15,1
2061,1900_05_TeamKK_TeamB,225,226,26.15546672,35.24211154,0.742165142,4.158,8.475736301,4.369641213,1,5.75,1
2061,1900_05_TeamKK_TeamB,265,266,55.36107515,62.53795749,0.8852395788,7.393,8.459077167,4.643221989,1,10.45,1
2132,1901_17_TeamLH_TeamA3,20,24,51.66308984,73.51266002,0.7027781313,8.35,8.80391138,5.890226693,1,6.1,1
2132,1901_17_TeamLH_TeamA3,66,71,59.90982529,68.22048835,0.8781793673,5.85,11.66162194,3.139322045,1,5.4,1
2132,1901_17_TeamLH_TeamA3,265,271,23.79874628,34.32625686,0.6933102661,6.2,5.536493042,10.31911919,1,5.9,1
2132,1901_17_TeamLH_TeamA3,297,303,49.33607372,61.06259932,0.8079589514,6.45,9.467069662,4.813152627,1,6.1,1
2141,1901_16_TeamLH_TeamA3,90,92,54.37073439,83.94415336,0.6477012658,10.65,7.882080128,6.989187101,1,8.2,1
2141,1902_01_TeamMG_TeamA3,2,2,34.36997906,49.12943728,0.6995801491,11.35,4.328584783,6.068131265,1,8.6,1
2141,1902_01_TeamMG_TeamA3,190,190,37.24325291,46.26633869,0.8049751495,4.15,11.14851535,2.516749064,1,3.95,1
2141,1902_01_TeamMG_TeamA3,205,205,23.00239482,25.77393543,0.8924673103,5.9,4.368463631,5.845094944,1,5.65,1
2141,1902_02_TeamMG_TeamA3,23,23,45.64810318,59.31484071,0.7695899143,7.95,7.460986253,7.546965168,1,6,1
2141,1902_02_TeamMG_TeamA3,269,269,70.50112855,70.93229782,0.9939213971,6.6,10.74731785,6.029544886,1,6.25,1
2141,1902_03_TeamMG_TeamA3,139,139,51.32930774,56.71232898,0.905081993,6.2,9.147149835,2.846758678,1,5.95,1
2141,1902_03_TeamMG_TeamA3,224,224,53.45605779,61.38335251,0.8708559503,4.25,14.44314177,7.692432443,1,3.55,0
2141,1902_10_TeamMI_TeamA3,12,12,75.95166177,103.2915737,0.7353132403,11.45,9.021098142,4.33326098,1,9,1
2141,1902_10_TeamMI_TeamA3,234,234,45.23707172,51.43115436,0.879565553,5.1,10.08454007,2.477814491,1,4.7,1
2141,1902_11_TeamMI_TeamA3,17,17,72.0070162,93.18232633,0.7727540086,9.45,9.860563633,4.406287182,0,8.1,1
2141,1902_11_TeamMI_TeamA3,270,270,61.05498163,75.28160478,0.8110212555,5.25,14.33935329,5.405686506,1,5,1
2141,1902_11_TeamMI_TeamA3,287,287,54.05573573,71.18999291,0.7593164927,10.3,6.911649797,5.97635904,1,8.8,1
2141,1902_25_TeamMH_TeamA3,78,79,55.61174465,59.15193392,0.9401509124,4.6,12.85911607,8.452250179,1,4.45,1
2141,1902_25_TeamMH_TeamA3,103,104,71.86840241,83.97359755,0.8558452241,6.85,12.25891935,3.505117861,0,6.6,1
2141,1902_26_TeamMH_TeamA3,93,93,31.28042894,35.16775482,0.8894633477,6.95,5.060108608,3.437549198,1,6.7,1
2141,1902_26_TeamMH_TeamA3,125,125,69.64910428,79.15388239,0.8799202538,5.7,13.88664603,10.66013592,1,5.2,1
2141,1902_26_TeamMH_TeamA3,182,182,45.85436591,56.97010077,0.8048847605,6,9.495016795,2.231491414,1,5.4,1
2141,1902_26_TeamMH_TeamA3,248,248,92.6464069,99.15546303,0.9343550427,6.45,15.37294001,3.826176478,0,6.25,1
2141,1902_26_TeamMH_TeamA3,298,298,25.11642071,31.15956421,0.8060581507,4.05,7.693719559,4.738982264,1,3.8,1
2183,1902_04_TeamML_TeamB,25,25,7.426338576,55.81925572,0.133042594,6.85,8.148796456,2.791716649,1,6.85,1
2183,1902_04_TeamML_TeamB,33,33,43.31059803,50.34661235,0.8602485055,5.7,8.832739009,8.375137531,1,5.6,1
2183,1902_04_TeamML_TeamB,74,74,63.15682998,79.97128697,0.789743824,4.4,18.17529249,5.482339253,1,4.25,1
2183,1902_05_TeamML_TeamB,116,116,28.96612078,33.1385286,0.8740919409,3.85,8.607410027,9.637936883,1,3.75,1
2183,1902_06_TeamML_TeamB,2,2,78.32063238,88.02949367,0.8897089955,7.2,12.22631857,2.638743519,1,6.6,1
2183,1902_06_TeamML_TeamB,217,218,50.43104798,80.56245223,0.6259870024,9.5,8.48025813,4.609074728,1,7.15,1
2183,1902_07_TeamMJ_TeamB,88,88,76.30525919,82.64117567,0.9233322079,4.9,16.86554606,7.232654015,1,4.7,1
2183,1902_07_TeamMJ_TeamB,148,148,32.9161551,47.29465213,0.6959804888,7.3,6.478719469,5.451543754,1,7.3,1
2183,1902_08_TeamMJ_TeamB,72,72,87.63145668,108.3975681,0.8084264087,7.05,15.37554157,8.447559896,1,6.3,1
2183,1902_08_TeamMJ_TeamB,77,77,22.26718366,30.26903405,0.7356423607,5.3,5.7111385,5.368705428,1,4.4,1
2183,1902_08_TeamMJ_TeamB,88,88,82.48048063,87.54080227,0.9421947079,7.35,11.91031323,5.959173978,1,7,1
2183,1902_08_TeamMJ_TeamB,365,365,33.34404368,37.97587817,0.8780321955,5.45,6.96805104,6.175191503,1,5,1
2183,1902_09_TeamMJ_TeamB,7,7,11.14733423,20.21337935,0.5514829576,4.7,4.300719011,5.740994426,1,4.3,1
2183,1902_13_TeamMK_TeamB,34,34,35.68641085,49.35556898,0.7230472991,6.35,7.772530548,6.284367269,1,6.35,1
2183,1902_13_TeamMK_TeamB,178,178,20.6393345,32.28032449,0.6393781607,5.2,6.20775471,2.371959386,1,4.75,1
2183,1902_13_TeamMK_TeamB,245,245,38.72764313,54.92611573,0.7050861436,8.55,6.424107103,7.077011986,1,6.9,1
2183,1902_13_TeamMK_TeamB,323,323,3.536952041,39.90831176,0.08862695226,6.2,6.436824477,2.383842247,0,6.25,1
